Gene Name Source,Gene Name Target,log2FC_PSM,weight,specificity,PSM_risk,PSM_nonrisk,Interaction,in_cad_gwas,in_biogrid,in_cad_eqtl,in_cad_gwas_aragam_2022,in_condition_specific_eqtl,in_condition_specific_sqtl,in_smc_elevated,source_harmonized,target_harmonized,source_primary_category,target_primary_category,specificity_target,in_biogrid_edge,source_for_target
TRIM5,GORAB,2.222392421,2.222392421,risk-specific,3.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,GORAB,Catalytic/Enzymatic,Differentiation/Development,risk-specific,NO,TRIM5
TRIM5,IMP3,0.798366139,0.798366139,shared,12.33333333,6.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,IMP3,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,IMP3,0.798366139,0.798366139,shared,12.33333333,6.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,IMP3,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,IMP4,0.211504105,0.211504105,shared,13.66666667,11.66666667,Interaction,NO,YES,NO,NO,NO,NO,NO,TRIM5,IMP4,Catalytic/Enzymatic,Nucleic Acid Binding,shared,YES,TRIM5
TRIM5,IMP4,0.211504105,0.211504105,shared,13.66666667,11.66666667,Interaction,NO,YES,NO,NO,NO,NO,NO,TRIM5,IMP4,Catalytic/Enzymatic,Nucleic Acid Binding,shared,YES,TRIM5
TRIM5,IQGAP1,0.584962501,0.584962501,shared,62,41,Interaction,NO,NO,NO,NO,YES,NO,NO,TRIM5,IQGAP1,Catalytic/Enzymatic,Signaling,shared,NO,TRIM5
TRIM5,IQGAP1,0.584962501,0.584962501,shared,62,41,Interaction,NO,NO,NO,NO,YES,NO,NO,TRIM5,IQGAP1,Catalytic/Enzymatic,Signaling,shared,NO,TRIM5
TRIM5,IQSEC2,3.772589504,3.772589504,risk-specific,12.66666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,IQSEC2,Catalytic/Enzymatic,Protein-Protein Interaction,risk-specific,NO,TRIM5
TRIM5,JUND,-0.378511623,0.378511623,shared,2.333333333,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,JUND,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,JUND,-0.378511623,0.378511623,shared,2.333333333,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,JUND,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,KANSL2,3.584962501,3.584962501,risk-specific,11,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,KANSL2,Catalytic/Enzymatic,Catalytic/Enzymatic,risk-specific,NO,TRIM5
TRIM5,KMT2B,2.321928095,2.321928095,risk-specific,4,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,KMT2B,Catalytic/Enzymatic,Catalytic/Enzymatic,risk-specific,NO,TRIM5
TRIM5,MAP7,4.321928095,4.321928095,risk-specific,19,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,MAP7,Catalytic/Enzymatic,Structural,risk-specific,NO,TRIM5
TRIM5,MBD1,2.115477217,2.115477217,risk-specific,3.333333333,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,MBD1,Catalytic/Enzymatic,Ion Binding,risk-specific,NO,TRIM5
TRIM5,MPHOSPH10,0.188072348,0.188072348,shared,29,25.33333333,Interaction,YES,NO,NO,NO,NO,NO,NO,TRIM5,MPHOSPH10,Catalytic/Enzymatic,Transcription/Translation,shared,NO,TRIM5
TRIM5,MPHOSPH10,0.188072348,0.188072348,shared,29,25.33333333,Interaction,YES,NO,NO,NO,NO,NO,NO,TRIM5,MPHOSPH10,Catalytic/Enzymatic,Transcription/Translation,shared,NO,TRIM5
TRIM5,P3H1,-0.180572246,0.180572246,shared,4,4.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,P3H1,Catalytic/Enzymatic,Structural,shared,NO,TRIM5
TRIM5,P3H1,-0.180572246,0.180572246,shared,4,4.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,P3H1,Catalytic/Enzymatic,Structural,shared,NO,TRIM5
TRIM5,PBX1,0.584962501,0.584962501,shared,8,5,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,PBX1,Catalytic/Enzymatic,Differentiation/Development,shared,NO,TRIM5
TRIM5,PBX1,0.584962501,0.584962501,shared,8,5,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,PBX1,Catalytic/Enzymatic,Differentiation/Development,shared,NO,TRIM5
TRIM5,PBX2,2.415037499,2.415037499,risk-specific,4.333333333,0,Interaction,YES,NO,NO,NO,NO,NO,NO,TRIM5,PBX2,Catalytic/Enzymatic,Nucleic Acid Binding,risk-specific,NO,TRIM5
TRIM5,PKN1,3.736965594,3.736965594,risk-specific,12.33333333,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,PKN1,Catalytic/Enzymatic,Catalytic/Enzymatic,risk-specific,NO,TRIM5
TRIM5,PLEKHO1,2.415037499,2.415037499,risk-specific,4.333333333,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,PLEKHO1,Catalytic/Enzymatic,Membrane/Transmembrane,risk-specific,NO,TRIM5
TRIM5,PSMC3,0.125530882,0.125530882,shared,31,28.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,PSMC3,Catalytic/Enzymatic,Ubiquitin/Degradation,shared,NO,TRIM5
TRIM5,PSMC3,0.125530882,0.125530882,shared,31,28.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,PSMC3,Catalytic/Enzymatic,Ubiquitin/Degradation,shared,NO,TRIM5
TRIM5,RAD23A,3.415037499,3.415037499,risk-specific,9.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,RAD23A,Catalytic/Enzymatic,Ubiquitin/Degradation,risk-specific,NO,TRIM5
TRIM5,RPAP3,4.969626351,4.969626351,risk-specific,30.33333333,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,RPAP3,Catalytic/Enzymatic,Protein-Protein Interaction,risk-specific,NO,TRIM5
TRIM5,RRP1,2.736965594,2.736965594,risk-specific,5.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,RRP1,Catalytic/Enzymatic,Transcription/Translation,risk-specific,NO,TRIM5
TRIM5,SARS2,0.112474729,0.112474729,shared,12.33333333,11.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,SARS2,Catalytic/Enzymatic,Catalytic/Enzymatic,shared,NO,TRIM5
TRIM5,SARS2,0.112474729,0.112474729,shared,12.33333333,11.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,SARS2,Catalytic/Enzymatic,Catalytic/Enzymatic,shared,NO,TRIM5
TRIM5,SCAF1,2.874469118,2.874469118,risk-specific,6.333333333,0,Interaction,NO,NO,NO,NO,YES,NO,NO,TRIM5,SCAF1,Catalytic/Enzymatic,Signaling,risk-specific,NO,TRIM5
TRIM5,SGF29,3.222392421,3.222392421,risk-specific,8.333333333,0,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,SGF29,Catalytic/Enzymatic,DNA Repair,risk-specific,NO,TRIM5
TRIM5,SNAPC4,0.476438044,0.476438044,shared,9.666666667,6.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,SNAPC4,Catalytic/Enzymatic,Signaling,shared,NO,TRIM5
TRIM5,SNAPC4,0.476438044,0.476438044,shared,9.666666667,6.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,SNAPC4,Catalytic/Enzymatic,Signaling,shared,NO,TRIM5
TRIM5,SNAPIN,0,0,shared,7,7,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,SNAPIN,Catalytic/Enzymatic,Vesicle/Transport,shared,NO,TRIM5
TRIM5,SNAPIN,0,0,shared,7,7,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,SNAPIN,Catalytic/Enzymatic,Vesicle/Transport,shared,NO,TRIM5
TRIM5,SPC25,0.192645078,0.192645078,shared,4.333333333,3.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,SPC25,Catalytic/Enzymatic,Cell Cycle,shared,NO,TRIM5
TRIM5,SPC25,0.192645078,0.192645078,shared,4.333333333,3.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,SPC25,Catalytic/Enzymatic,Cell Cycle,shared,NO,TRIM5
TRIM5,SUGP2,0.251257238,0.251257238,shared,80.33333333,67.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,SUGP2,Catalytic/Enzymatic,Transcription/Translation,shared,NO,TRIM5
TRIM5,SUGP2,0.251257238,0.251257238,shared,80.33333333,67.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,SUGP2,Catalytic/Enzymatic,Transcription/Translation,shared,NO,TRIM5
TRIM5,SUN2,0,0,shared,7,7,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,SUN2,Catalytic/Enzymatic,Membrane/Transmembrane,shared,NO,TRIM5
TRIM5,SUN2,0,0,shared,7,7,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,SUN2,Catalytic/Enzymatic,Membrane/Transmembrane,shared,NO,TRIM5
TRIM5,TBX1,2.115477217,2.115477217,risk-specific,3.333333333,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,TBX1,Catalytic/Enzymatic,Differentiation/Development,risk-specific,NO,TRIM5
TRIM5,TCHP,0.182864057,0.182864057,shared,13,11.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,TCHP,Catalytic/Enzymatic,Membrane/Transmembrane,shared,NO,TRIM5
TRIM5,TCHP,0.182864057,0.182864057,shared,13,11.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,TCHP,Catalytic/Enzymatic,Membrane/Transmembrane,shared,NO,TRIM5
TRIM5,THAP12,0.173331603,0.173331603,shared,16.66666667,14.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,THAP12,Catalytic/Enzymatic,Ion Binding,shared,NO,TRIM5
TRIM5,THAP12,0.173331603,0.173331603,shared,16.66666667,14.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,THAP12,Catalytic/Enzymatic,Ion Binding,shared,NO,TRIM5
TRIM5,THAP3,2.662965013,2.662965013,risk-specific,5.333333333,0,Interaction,NO,NO,NO,NO,YES,YES,NO,TRIM5,THAP3,Catalytic/Enzymatic,Ion Binding,risk-specific,NO,TRIM5
TRIM5,UBC,0.135883428,0.135883428,shared,28.66666667,26,Interaction,NO,YES,NO,NO,NO,NO,NO,TRIM5,UBC,Catalytic/Enzymatic,Membrane/Transmembrane,shared,YES,TRIM5
TRIM5,UBC,0.135883428,0.135883428,shared,28.66666667,26,Interaction,NO,YES,NO,NO,NO,NO,NO,TRIM5,UBC,Catalytic/Enzymatic,Membrane/Transmembrane,shared,YES,TRIM5
TRIM5,ZBTB38,1.874469118,1.874469118,risk-specific,2.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZBTB38,Catalytic/Enzymatic,Nucleic Acid Binding,risk-specific,NO,TRIM5
TRIM5,ZC3H3,3.321928095,3.321928095,risk-specific,9,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZC3H3,Catalytic/Enzymatic,Transcription/Translation,risk-specific,NO,TRIM5
TRIM5,ZNF100,-0.137503524,0.137503524,shared,2.333333333,2.666666667,Interaction,YES,NO,NO,NO,NO,NO,NO,TRIM5,ZNF100,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,ZNF100,-0.137503524,0.137503524,shared,2.333333333,2.666666667,Interaction,YES,NO,NO,NO,NO,NO,NO,TRIM5,ZNF100,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,ZNF142,2.584962501,2.584962501,risk-specific,5,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF142,Catalytic/Enzymatic,Nucleic Acid Binding,risk-specific,NO,TRIM5
TRIM5,ZNF213,2.502500341,2.502500341,risk-specific,4.666666667,0,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF213,Catalytic/Enzymatic,Nucleic Acid Binding,risk-specific,NO,TRIM5
TRIM5,ZNF219,0.115477217,0.115477217,shared,12,11,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,ZNF219,Catalytic/Enzymatic,Signaling,shared,NO,TRIM5
TRIM5,ZNF219,0.115477217,0.115477217,shared,12,11,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,ZNF219,Catalytic/Enzymatic,Signaling,shared,NO,TRIM5
TRIM5,ZNF224,0.125530882,0.125530882,shared,3,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF224,Catalytic/Enzymatic,Signaling,shared,NO,TRIM5
TRIM5,ZNF224,0.125530882,0.125530882,shared,3,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF224,Catalytic/Enzymatic,Signaling,shared,NO,TRIM5
TRIM5,ZNF235,0.263034406,0.263034406,shared,3,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF235,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,ZNF235,0.263034406,0.263034406,shared,3,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF235,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,ZNF574,0.156119202,0.156119202,shared,25,22.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF574,Catalytic/Enzymatic,Ion Binding,shared,NO,TRIM5
TRIM5,ZNF574,0.156119202,0.156119202,shared,25,22.33333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF574,Catalytic/Enzymatic,Ion Binding,shared,NO,TRIM5
TRIM5,ZNF775,0.540568381,0.540568381,shared,4.333333333,2.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,ZNF775,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,ZNF775,0.540568381,0.540568381,shared,4.333333333,2.666666667,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,ZNF775,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,ZNF791,0,0,shared,3.333333333,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF791,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,ZNF791,0,0,shared,3.333333333,3.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF791,Catalytic/Enzymatic,Nucleic Acid Binding,shared,NO,TRIM5
TRIM5,ZSCAN25,2,2,risk-specific,3,0,Interaction,NO,NO,NO,NO,YES,NO,NO,TRIM5,ZSCAN25,Catalytic/Enzymatic,Nucleic Acid Binding,risk-specific,NO,TRIM5
TRIM5,ZWINT,4,4,risk-specific,15,0,Interaction,NO,YES,NO,NO,YES,YES,NO,TRIM5,ZWINT,Catalytic/Enzymatic,Cell Cycle,risk-specific,YES,TRIM5
TRIM5,CEBPG,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,YES,NO,NO,TRIM5,CEBPG,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,TRIM5
TRIM5,CYFIP2,-2.115477217,2.115477217,nonrisk-specific,0,3.333333333,Interaction,NO,NO,NO,NO,NO,YES,NO,TRIM5,CYFIP2,Catalytic/Enzymatic,Structural,nonrisk-specific,NO,TRIM5
TRIM5,JUN,-3.700439718,3.700439718,nonrisk-specific,0,12,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,JUN,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,TRIM5
TRIM5,MRPL12,-3.115477217,3.115477217,nonrisk-specific,0,7.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,MRPL12,Catalytic/Enzymatic,Transcription/Translation,nonrisk-specific,NO,TRIM5
TRIM5,TCP1,-3.874469118,3.874469118,nonrisk-specific,0,13.66666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,TCP1,Catalytic/Enzymatic,Catalytic/Enzymatic,nonrisk-specific,NO,TRIM5
TRIM5,TOM1,-2.502500341,2.502500341,nonrisk-specific,0,4.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,TOM1,Catalytic/Enzymatic,Membrane/Transmembrane,nonrisk-specific,NO,TRIM5
TRIM5,ZNF14,-1.874469118,1.874469118,nonrisk-specific,0,2.666666667,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF14,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,TRIM5
TRIM5,ZNF273,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF273,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,TRIM5
TRIM5,ZNF449,-1.736965594,1.736965594,nonrisk-specific,0,2.333333333,Interaction,NO,NO,NO,NO,NO,NO,NO,TRIM5,ZNF449,Catalytic/Enzymatic,Nucleic Acid Binding,nonrisk-specific,NO,TRIM5
